Model,MDO3052
Firmware Version,1.14

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,2e-06
Horizontal Delay,4.98e-06
Sample Interval,2e-09
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.92
,
,
,
Label,
TIME,CH1
-2.560000e-07,-0.002
-2.540000e-07,0.002
-2.520000e-07,-0.006
-2.500000e-07,0
-2.480000e-07,-0.006
-2.460000e-07,-0.004
-2.440000e-07,-0.01
-2.420000e-07,-0.006
-2.400000e-07,-0.012
-2.380000e-07,-0.008
-2.360000e-07,-0.014
-2.340000e-07,-0.012
-2.320000e-07,-0.018
-2.300000e-07,-0.014
-2.280000e-07,-0.02
-2.260000e-07,-0.018
-2.240000e-07,-0.024
-2.220000e-07,-0.02
-2.200000e-07,-0.024
-2.180000e-07,-0.022
-2.160000e-07,-0.026
-2.140000e-07,-0.024
-2.120000e-07,-0.03
-2.100000e-07,-0.026
-2.080000e-07,-0.032
-2.060000e-07,-0.028
-2.040000e-07,-0.032
-2.020000e-07,-0.03
-2.000000e-07,-0.034
-1.980000e-07,-0.028
-1.960000e-07,-0.032
-1.940000e-07,-0.024
-1.920000e-07,-0.024
-1.900000e-07,0.018
-1.880000e-07,0.026
-1.860000e-07,0.096
-1.840000e-07,0.104
-1.820000e-07,0.146
-1.800000e-07,0.14
-1.780000e-07,0.15
-1.760000e-07,0.112
-1.740000e-07,0.138
-1.720000e-07,0.094
-1.700000e-07,0.11
-1.680000e-07,0.088
-1.660000e-07,0.092
-1.640000e-07,0.082
-1.620000e-07,0.088
-1.600000e-07,0.072
-1.580000e-07,0.082
-1.560000e-07,0.056
-1.540000e-07,0.07
-1.520000e-07,0.044
-1.500000e-07,0.056
-1.480000e-07,0.036
-1.460000e-07,0.042
-1.440000e-07,0.028
-1.420000e-07,0.034
-1.400000e-07,0.018
-1.380000e-07,0.026
-1.360000e-07,0.008
-1.340000e-07,0.016
-1.320000e-07,0
-1.300000e-07,0.008
-1.280000e-07,-0.006
-1.260000e-07,0
-1.240000e-07,-0.014
-1.220000e-07,-0.006
-1.200000e-07,-0.018
-1.180000e-07,-0.012
-1.160000e-07,-0.026
-1.140000e-07,-0.02
-1.120000e-07,-0.032
-1.100000e-07,-0.026
-1.080000e-07,-0.036
-1.060000e-07,-0.03
-1.040000e-07,-0.042
-1.020000e-07,-0.036
-1.000000e-07,-0.048
-9.800000e-08,-0.042
-9.600000e-08,-0.05
-9.400000e-08,-0.046
-9.200000e-08,-0.056
-9.000000e-08,-0.05
-8.800000e-08,-0.058
-8.600000e-08,-0.056
-8.400000e-08,-0.062
-8.200000e-08,-0.058
-8.000000e-08,-0.068
-7.800000e-08,-0.062
-7.600000e-08,-0.07
-7.400000e-08,-0.066
-7.200000e-08,-0.072
-7.000000e-08,-0.07
-6.800000e-08,-0.072
-6.600000e-08,-0.07
-6.400000e-08,-0.074
-6.200000e-08,-0.07
-6.000000e-08,-0.074
-5.800000e-08,-0.07
-5.600000e-08,-0.074
-5.400000e-08,-0.072
-5.200000e-08,-0.074
-5.000000e-08,-0.072
-4.800000e-08,-0.074
-4.600000e-08,-0.07
-4.400000e-08,-0.072
-4.200000e-08,-0.07
-4.000000e-08,-0.07
-3.800000e-08,-0.068
-3.600000e-08,-0.07
-3.400000e-08,-0.066
-3.200000e-08,-0.066
-3.000000e-08,-0.064
-2.800000e-08,-0.064
-2.600000e-08,-0.06
-2.400000e-08,-0.062
-2.200000e-08,-0.056
-2.000000e-08,-0.056
-1.800000e-08,-0.05
-1.600000e-08,-0.05
-1.400000e-08,-0.04
-1.200000e-08,-0.036
-1.000000e-08,0.018
-8.000000e-09,0.028
-6.000000e-09,0.114
-4.000000e-09,0.124
-2.000000e-09,0.182
0.000000e+00,0.182
2.000000e-09,0.19
4.000000e-09,0.148
6.000000e-09,0.178
8.000000e-09,0.13
1.000000e-08,0.148
1.200000e-08,0.122
1.400000e-08,0.128
1.600000e-08,0.12
1.800000e-08,0.124
2.000000e-08,0.106
2.200000e-08,0.118
2.400000e-08,0.09
2.600000e-08,0.104
2.800000e-08,0.076
3.000000e-08,0.088
3.200000e-08,0.064
3.400000e-08,0.074
3.600000e-08,0.056
3.800000e-08,0.064
4.000000e-08,0.046
4.200000e-08,0.056
4.400000e-08,0.038
4.600000e-08,0.046
4.800000e-08,0.032
5.000000e-08,0.04
5.200000e-08,0.024
5.400000e-08,0.032
5.600000e-08,0.018
5.800000e-08,0.024
6.000000e-08,0.012
6.200000e-08,0.018
6.400000e-08,0.006
6.600000e-08,0.012
6.800000e-08,-0.004
7.000000e-08,0.004
7.200000e-08,-0.01
7.400000e-08,-0.002
7.600000e-08,-0.018
7.800000e-08,-0.008
8.000000e-08,-0.022
8.200000e-08,-0.014
8.400000e-08,-0.028
8.600000e-08,-0.02
8.800000e-08,-0.034
9.000000e-08,-0.026
9.200000e-08,-0.036
9.400000e-08,-0.032
9.600000e-08,-0.044
9.800000e-08,-0.036
1.000000e-07,-0.05
1.020000e-07,-0.044
1.040000e-07,-0.054
1.060000e-07,-0.048
1.080000e-07,-0.056
1.100000e-07,-0.052
1.120000e-07,-0.056
1.140000e-07,-0.054
1.160000e-07,-0.058
1.180000e-07,-0.054
1.200000e-07,-0.058
1.220000e-07,-0.056
1.240000e-07,-0.06
1.260000e-07,-0.058
1.280000e-07,-0.062
1.300000e-07,-0.06
1.320000e-07,-0.062
1.340000e-07,-0.058
1.360000e-07,-0.062
1.380000e-07,-0.06
1.400000e-07,-0.066
1.420000e-07,-0.062
1.440000e-07,-0.064
1.460000e-07,-0.062
1.480000e-07,-0.064
1.500000e-07,-0.06
1.520000e-07,-0.066
1.540000e-07,-0.062
1.560000e-07,-0.066
1.580000e-07,-0.062
1.600000e-07,-0.066
1.620000e-07,-0.064
1.640000e-07,-0.066
1.660000e-07,-0.064
1.680000e-07,-0.066
1.700000e-07,-0.064
1.720000e-07,-0.066
1.740000e-07,-0.064
1.760000e-07,-0.064
1.780000e-07,-0.06
1.800000e-07,-0.06
1.820000e-07,-0.056
1.840000e-07,-0.056
1.860000e-07,-0.05
1.880000e-07,-0.048
1.900000e-07,-0.022
1.920000e-07,-0.018
1.940000e-07,0.06
1.960000e-07,0.072
1.980000e-07,0.15
2.000000e-07,0.156
2.020000e-07,0.184
2.040000e-07,0.158
2.060000e-07,0.18
2.080000e-07,0.134
2.100000e-07,0.154
2.120000e-07,0.122
2.140000e-07,0.13
2.160000e-07,0.116
2.180000e-07,0.122
2.200000e-07,0.11
2.220000e-07,0.118
2.240000e-07,0.096
2.260000e-07,0.11
2.280000e-07,0.08
2.300000e-07,0.094
2.320000e-07,0.072
2.340000e-07,0.078
2.360000e-07,0.06
2.380000e-07,0.07
2.400000e-07,0.054
2.420000e-07,0.06
2.440000e-07,0.046
2.460000e-07,0.054
2.480000e-07,0.038
2.500000e-07,0.044
2.520000e-07,0.03
2.540000e-07,0.038
2.560000e-07,0.022
2.580000e-07,0.032
2.600000e-07,0.014
2.620000e-07,0.022
2.640000e-07,0.006
2.660000e-07,0.014
2.680000e-07,-0.004
2.700000e-07,0.006
2.720000e-07,-0.008
2.740000e-07,0
2.760000e-07,-0.016
2.780000e-07,-0.01
2.800000e-07,-0.022
2.820000e-07,-0.016
2.840000e-07,-0.026
2.860000e-07,-0.02
2.880000e-07,-0.03
2.900000e-07,-0.026
2.920000e-07,-0.036
2.940000e-07,-0.032
2.960000e-07,-0.04
2.980000e-07,-0.036
3.000000e-07,-0.046
3.020000e-07,-0.04
3.040000e-07,-0.05
3.060000e-07,-0.044
3.080000e-07,-0.052
3.100000e-07,-0.048
3.120000e-07,-0.056
3.140000e-07,-0.05
3.160000e-07,-0.054
3.180000e-07,-0.052
3.200000e-07,-0.056
3.220000e-07,-0.052
3.240000e-07,-0.058
3.260000e-07,-0.054
3.280000e-07,-0.058
3.300000e-07,-0.054
3.320000e-07,-0.058
3.340000e-07,-0.056
3.360000e-07,-0.06
3.380000e-07,-0.058
3.400000e-07,-0.062
3.420000e-07,-0.058
3.440000e-07,-0.064
3.460000e-07,-0.06
3.480000e-07,-0.066
3.500000e-07,-0.062
3.520000e-07,-0.066
3.540000e-07,-0.064
3.560000e-07,-0.068
3.580000e-07,-0.064
3.600000e-07,-0.07
3.620000e-07,-0.064
3.640000e-07,-0.068
3.660000e-07,-0.066
3.680000e-07,-0.07
3.700000e-07,-0.064
3.720000e-07,-0.068
3.740000e-07,-0.064
3.760000e-07,-0.064
3.780000e-07,-0.058
3.800000e-07,-0.06
3.820000e-07,-0.054
3.840000e-07,-0.054
3.860000e-07,-0.048
3.880000e-07,-0.048
3.900000e-07,-0.026
3.920000e-07,-0.022
3.940000e-07,0.046
3.960000e-07,0.058
3.980000e-07,0.138
4.000000e-07,0.146
4.020000e-07,0.178
4.040000e-07,0.162
4.060000e-07,0.178
4.080000e-07,0.134
4.100000e-07,0.158
4.120000e-07,0.12
4.140000e-07,0.13
4.160000e-07,0.116
4.180000e-07,0.12
4.200000e-07,0.11
4.220000e-07,0.116
4.240000e-07,0.096
4.260000e-07,0.108
4.280000e-07,0.08
4.300000e-07,0.094
4.320000e-07,0.068
4.340000e-07,0.078
4.360000e-07,0.062
4.380000e-07,0.07
4.400000e-07,0.054
4.420000e-07,0.062
4.440000e-07,0.044
4.460000e-07,0.054
4.480000e-07,0.036
4.500000e-07,0.046
4.520000e-07,0.03
4.540000e-07,0.036
4.560000e-07,0.022
4.580000e-07,0.03
4.600000e-07,0.012
4.620000e-07,0.024
4.640000e-07,0.006
4.660000e-07,0.014
4.680000e-07,-0.002
4.700000e-07,0.004
4.720000e-07,-0.01
4.740000e-07,-0.002
4.760000e-07,-0.014
4.780000e-07,-0.008
4.800000e-07,-0.02
4.820000e-07,-0.016
4.840000e-07,-0.026
4.860000e-07,-0.02
4.880000e-07,-0.03
4.900000e-07,-0.026
4.920000e-07,-0.034
4.940000e-07,-0.03
4.960000e-07,-0.038
4.980000e-07,-0.034
5.000000e-07,-0.044
5.020000e-07,-0.036
5.040000e-07,-0.046
5.060000e-07,-0.04
5.080000e-07,-0.048
5.100000e-07,-0.046
5.120000e-07,-0.052
5.140000e-07,-0.046
5.160000e-07,-0.052
5.180000e-07,-0.048
5.200000e-07,-0.052
5.220000e-07,-0.05
5.240000e-07,-0.056
5.260000e-07,-0.05
5.280000e-07,-0.058
5.300000e-07,-0.054
5.320000e-07,-0.058
5.340000e-07,-0.056
5.360000e-07,-0.058
5.380000e-07,-0.056
5.400000e-07,-0.062
5.420000e-07,-0.058
5.440000e-07,-0.062
5.460000e-07,-0.06
5.480000e-07,-0.064
5.500000e-07,-0.06
5.520000e-07,-0.066
5.540000e-07,-0.062
5.560000e-07,-0.066
5.580000e-07,-0.064
5.600000e-07,-0.068
5.620000e-07,-0.066
5.640000e-07,-0.07
5.660000e-07,-0.064
5.680000e-07,-0.066
5.700000e-07,-0.064
5.720000e-07,-0.066
5.740000e-07,-0.062
5.760000e-07,-0.066
5.780000e-07,-0.06
5.800000e-07,-0.06
5.820000e-07,-0.056
5.840000e-07,-0.054
5.860000e-07,-0.048
5.880000e-07,-0.048
5.900000e-07,-0.03
5.920000e-07,-0.024
5.940000e-07,0.04
5.960000e-07,0.046
5.980000e-07,0.126
6.000000e-07,0.132
6.020000e-07,0.172
6.040000e-07,0.162
6.060000e-07,0.174
6.080000e-07,0.134
6.100000e-07,0.16
6.120000e-07,0.12
6.140000e-07,0.132
6.160000e-07,0.114
6.180000e-07,0.118
6.200000e-07,0.108
6.220000e-07,0.116
6.240000e-07,0.096
6.260000e-07,0.108
6.280000e-07,0.08
6.300000e-07,0.094
6.320000e-07,0.07
6.340000e-07,0.082
6.360000e-07,0.06
6.380000e-07,0.07
6.400000e-07,0.052
6.420000e-07,0.06
6.440000e-07,0.046
6.460000e-07,0.052
6.480000e-07,0.038
6.500000e-07,0.044
6.520000e-07,0.028
6.540000e-07,0.036
6.560000e-07,0.02
6.580000e-07,0.028
6.600000e-07,0.014
6.620000e-07,0.022
6.640000e-07,0.006
6.660000e-07,0.014
6.680000e-07,0
6.700000e-07,0.006
6.720000e-07,-0.01
6.740000e-07,-0.002
6.760000e-07,-0.014
6.780000e-07,-0.008
6.800000e-07,-0.02
6.820000e-07,-0.012
6.840000e-07,-0.026
6.860000e-07,-0.02
6.880000e-07,-0.03
6.900000e-07,-0.024
6.920000e-07,-0.032
6.940000e-07,-0.028
6.960000e-07,-0.036
6.980000e-07,-0.032
7.000000e-07,-0.04
7.020000e-07,-0.036
7.040000e-07,-0.046
7.060000e-07,-0.042
7.080000e-07,-0.048
7.100000e-07,-0.044
7.120000e-07,-0.05
7.140000e-07,-0.046
7.160000e-07,-0.052
7.180000e-07,-0.048
7.200000e-07,-0.052
7.220000e-07,-0.05
7.240000e-07,-0.054
7.260000e-07,-0.05
7.280000e-07,-0.058
7.300000e-07,-0.052
7.320000e-07,-0.058
7.340000e-07,-0.052
7.360000e-07,-0.058
7.380000e-07,-0.056
7.400000e-07,-0.062
7.420000e-07,-0.058
7.440000e-07,-0.062
7.460000e-07,-0.06
7.480000e-07,-0.064
7.500000e-07,-0.06
7.520000e-07,-0.066
7.540000e-07,-0.06
7.560000e-07,-0.066
7.580000e-07,-0.064
7.600000e-07,-0.066
7.620000e-07,-0.064
7.640000e-07,-0.066
7.660000e-07,-0.062
7.680000e-07,-0.066
7.700000e-07,-0.064
7.720000e-07,-0.066
7.740000e-07,-0.062
7.760000e-07,-0.064
7.780000e-07,-0.058
7.800000e-07,-0.058
7.820000e-07,-0.054
7.840000e-07,-0.052
7.860000e-07,-0.048
7.880000e-07,-0.046
7.900000e-07,-0.03
7.920000e-07,-0.028
7.940000e-07,0.03
7.960000e-07,0.038
7.980000e-07,0.118
8.000000e-07,0.126
8.020000e-07,0.168
8.040000e-07,0.162
8.060000e-07,0.172
8.080000e-07,0.134
8.100000e-07,0.158
8.120000e-07,0.118
8.140000e-07,0.13
8.160000e-07,0.112
8.180000e-07,0.116
8.200000e-07,0.106
8.220000e-07,0.112
8.240000e-07,0.094
8.260000e-07,0.106
8.280000e-07,0.08
8.300000e-07,0.094
8.320000e-07,0.068
8.340000e-07,0.078
8.360000e-07,0.06
8.380000e-07,0.068
8.400000e-07,0.054
8.420000e-07,0.06
8.440000e-07,0.046
8.460000e-07,0.052
8.480000e-07,0.036
8.500000e-07,0.044
8.520000e-07,0.028
8.540000e-07,0.038
8.560000e-07,0.02
8.580000e-07,0.028
8.600000e-07,0.014
8.620000e-07,0.02
8.640000e-07,0.008
8.660000e-07,0.014
8.680000e-07,-0.002
8.700000e-07,0.008
8.720000e-07,-0.006
8.740000e-07,-0.002
8.760000e-07,-0.014
8.780000e-07,-0.006
8.800000e-07,-0.018
8.820000e-07,-0.014
8.840000e-07,-0.022
8.860000e-07,-0.02
8.880000e-07,-0.028
8.900000e-07,-0.024
8.920000e-07,-0.032
8.940000e-07,-0.028
8.960000e-07,-0.036
8.980000e-07,-0.03
9.000000e-07,-0.04
9.020000e-07,-0.034
9.040000e-07,-0.044
9.060000e-07,-0.042
9.080000e-07,-0.048
9.100000e-07,-0.044
9.120000e-07,-0.05
9.140000e-07,-0.046
9.160000e-07,-0.052
9.180000e-07,-0.05
9.200000e-07,-0.052
9.220000e-07,-0.05
9.240000e-07,-0.054
9.260000e-07,-0.05
9.280000e-07,-0.056
9.300000e-07,-0.052
9.320000e-07,-0.056
9.340000e-07,-0.054
9.360000e-07,-0.058
9.380000e-07,-0.054
9.400000e-07,-0.06
9.420000e-07,-0.058
9.440000e-07,-0.062
9.460000e-07,-0.058
9.480000e-07,-0.064
9.500000e-07,-0.058
9.520000e-07,-0.064
9.540000e-07,-0.06
9.560000e-07,-0.066
9.580000e-07,-0.062
9.600000e-07,-0.066
9.620000e-07,-0.064
9.640000e-07,-0.066
9.660000e-07,-0.064
9.680000e-07,-0.064
9.700000e-07,-0.062
9.720000e-07,-0.066
9.740000e-07,-0.06
9.760000e-07,-0.06
9.780000e-07,-0.058
9.800000e-07,-0.058
9.820000e-07,-0.052
9.840000e-07,-0.052
9.860000e-07,-0.046
9.880000e-07,-0.044
9.900000e-07,-0.032
9.920000e-07,-0.028
9.940000e-07,0.026
9.960000e-07,0.034
9.980000e-07,0.112
1.000000e-06,0.118
1.002000e-06,0.166
1.004000e-06,0.162
1.006000e-06,0.172
1.008000e-06,0.134
1.010000e-06,0.16
1.012000e-06,0.116
1.014000e-06,0.134
1.016000e-06,0.114
1.018000e-06,0.116
1.020000e-06,0.108
1.022000e-06,0.112
1.024000e-06,0.096
1.026000e-06,0.108
1.028000e-06,0.08
1.030000e-06,0.096
1.032000e-06,0.068
1.034000e-06,0.08
1.036000e-06,0.06
1.038000e-06,0.066
1.040000e-06,0.052
1.042000e-06,0.06
1.044000e-06,0.044
1.046000e-06,0.052
1.048000e-06,0.038
1.050000e-06,0.046
1.052000e-06,0.03
1.054000e-06,0.038
1.056000e-06,0.024
1.058000e-06,0.03
1.060000e-06,0.014
1.062000e-06,0.022
1.064000e-06,0.006
1.066000e-06,0.012
1.068000e-06,-0.002
1.070000e-06,0.006
1.072000e-06,-0.008
1.074000e-06,0
1.076000e-06,-0.014
1.078000e-06,-0.006
1.080000e-06,-0.018
1.082000e-06,-0.012
1.084000e-06,-0.024
1.086000e-06,-0.02
1.088000e-06,-0.028
1.090000e-06,-0.022
1.092000e-06,-0.032
1.094000e-06,-0.028
1.096000e-06,-0.036
1.098000e-06,-0.032
1.100000e-06,-0.04
1.102000e-06,-0.036
1.104000e-06,-0.046
1.106000e-06,-0.04
1.108000e-06,-0.05
1.110000e-06,-0.044
1.112000e-06,-0.05
1.114000e-06,-0.048
1.116000e-06,-0.05
1.118000e-06,-0.048
1.120000e-06,-0.052
1.122000e-06,-0.05
1.124000e-06,-0.052
1.126000e-06,-0.05
1.128000e-06,-0.056
1.130000e-06,-0.052
1.132000e-06,-0.056
1.134000e-06,-0.054
1.136000e-06,-0.058
1.138000e-06,-0.056
1.140000e-06,-0.06
1.142000e-06,-0.056
1.144000e-06,-0.062
1.146000e-06,-0.058
1.148000e-06,-0.062
1.150000e-06,-0.058
1.152000e-06,-0.064
1.154000e-06,-0.06
1.156000e-06,-0.064
1.158000e-06,-0.06
1.160000e-06,-0.066
1.162000e-06,-0.062
1.164000e-06,-0.064
1.166000e-06,-0.062
1.168000e-06,-0.064
1.170000e-06,-0.062
1.172000e-06,-0.064
1.174000e-06,-0.06
1.176000e-06,-0.06
1.178000e-06,-0.056
1.180000e-06,-0.058
1.182000e-06,-0.05
1.184000e-06,-0.052
1.186000e-06,-0.044
1.188000e-06,-0.044
1.190000e-06,-0.032
1.192000e-06,-0.028
1.194000e-06,0.024
1.196000e-06,0.03
1.198000e-06,0.108
1.200000e-06,0.116
1.202000e-06,0.164
1.204000e-06,0.166
1.206000e-06,0.17
1.208000e-06,0.136
1.210000e-06,0.16
1.212000e-06,0.116
1.214000e-06,0.132
1.216000e-06,0.112
1.218000e-06,0.116
1.220000e-06,0.106
1.222000e-06,0.114
1.224000e-06,0.096
1.226000e-06,0.106
1.228000e-06,0.082
1.230000e-06,0.094
1.232000e-06,0.07
1.234000e-06,0.078
1.236000e-06,0.058
1.238000e-06,0.066
1.240000e-06,0.052
1.242000e-06,0.058
1.244000e-06,0.044
1.246000e-06,0.052
1.248000e-06,0.036
1.250000e-06,0.046
1.252000e-06,0.028
1.254000e-06,0.036
1.256000e-06,0.022
1.258000e-06,0.03
1.260000e-06,0.018
1.262000e-06,0.024
1.264000e-06,0.006
1.266000e-06,0.014
1.268000e-06,0.002
1.270000e-06,0.006
1.272000e-06,-0.006
1.274000e-06,0
1.276000e-06,-0.014
1.278000e-06,-0.006
1.280000e-06,-0.018
1.282000e-06,-0.014
1.284000e-06,-0.024
1.286000e-06,-0.02
1.288000e-06,-0.028
1.290000e-06,-0.024
1.292000e-06,-0.032
1.294000e-06,-0.026
1.296000e-06,-0.036
1.298000e-06,-0.03
1.300000e-06,-0.042
1.302000e-06,-0.036
1.304000e-06,-0.046
1.306000e-06,-0.038
1.308000e-06,-0.05
1.310000e-06,-0.046
1.312000e-06,-0.05
1.314000e-06,-0.046
1.316000e-06,-0.05
1.318000e-06,-0.048
1.320000e-06,-0.054
1.322000e-06,-0.048
1.324000e-06,-0.056
1.326000e-06,-0.05
1.328000e-06,-0.056
1.330000e-06,-0.052
1.332000e-06,-0.058
1.334000e-06,-0.052
1.336000e-06,-0.058
1.338000e-06,-0.056
1.340000e-06,-0.06
1.342000e-06,-0.056
1.344000e-06,-0.062
1.346000e-06,-0.058
1.348000e-06,-0.062
1.350000e-06,-0.06
1.352000e-06,-0.062
1.354000e-06,-0.058
1.356000e-06,-0.066
1.358000e-06,-0.06
1.360000e-06,-0.066
1.362000e-06,-0.06
1.364000e-06,-0.066
1.366000e-06,-0.06
1.368000e-06,-0.066
1.370000e-06,-0.062
1.372000e-06,-0.062
1.374000e-06,-0.058
1.376000e-06,-0.06
1.378000e-06,-0.058
1.380000e-06,-0.056
1.382000e-06,-0.052
1.384000e-06,-0.054
1.386000e-06,-0.044
1.388000e-06,-0.046
1.390000e-06,-0.032
1.392000e-06,-0.03
1.394000e-06,0.014
1.396000e-06,0.022
1.398000e-06,0.098
1.400000e-06,0.106
1.402000e-06,0.16
1.404000e-06,0.164
1.406000e-06,0.168
1.408000e-06,0.14
1.410000e-06,0.164
1.412000e-06,0.116
1.414000e-06,0.136
1.416000e-06,0.112
1.418000e-06,0.118
1.420000e-06,0.108
1.422000e-06,0.112
1.424000e-06,0.096
1.426000e-06,0.108
1.428000e-06,0.082
1.430000e-06,0.098
1.432000e-06,0.07
1.434000e-06,0.08
1.436000e-06,0.062
1.438000e-06,0.07
1.440000e-06,0.056
1.442000e-06,0.062
1.444000e-06,0.046
1.446000e-06,0.052
1.448000e-06,0.038
1.450000e-06,0.046
1.452000e-06,0.032
1.454000e-06,0.038
1.456000e-06,0.022
1.458000e-06,0.028
1.460000e-06,0.016
1.462000e-06,0.022
1.464000e-06,0.008
1.466000e-06,0.016
1.468000e-06,0.002
1.470000e-06,0.008
1.472000e-06,-0.008
1.474000e-06,0
1.476000e-06,-0.012
1.478000e-06,-0.008
1.480000e-06,-0.018
1.482000e-06,-0.012
1.484000e-06,-0.022
1.486000e-06,-0.018
1.488000e-06,-0.026
1.490000e-06,-0.022
1.492000e-06,-0.032
1.494000e-06,-0.028
1.496000e-06,-0.036
1.498000e-06,-0.03
1.500000e-06,-0.04
1.502000e-06,-0.034
1.504000e-06,-0.046
1.506000e-06,-0.038
1.508000e-06,-0.048
1.510000e-06,-0.046
1.512000e-06,-0.05
1.514000e-06,-0.048
1.516000e-06,-0.052
1.518000e-06,-0.048
1.520000e-06,-0.052
1.522000e-06,-0.048
1.524000e-06,-0.052
1.526000e-06,-0.05
1.528000e-06,-0.056
1.530000e-06,-0.05
1.532000e-06,-0.058
1.534000e-06,-0.054
1.536000e-06,-0.058
1.538000e-06,-0.056
1.540000e-06,-0.06
1.542000e-06,-0.056
1.544000e-06,-0.062
1.546000e-06,-0.058
1.548000e-06,-0.062
1.550000e-06,-0.058
1.552000e-06,-0.064
1.554000e-06,-0.058
1.556000e-06,-0.066
1.558000e-06,-0.06
1.560000e-06,-0.064
1.562000e-06,-0.062
1.564000e-06,-0.064
1.566000e-06,-0.062
1.568000e-06,-0.064
1.570000e-06,-0.06
1.572000e-06,-0.064
1.574000e-06,-0.058
1.576000e-06,-0.06
1.578000e-06,-0.056
1.580000e-06,-0.058
1.582000e-06,-0.052
1.584000e-06,-0.052
1.586000e-06,-0.044
1.588000e-06,-0.046
1.590000e-06,-0.034
1.592000e-06,-0.032
1.594000e-06,0.01
1.596000e-06,0.02
1.598000e-06,0.096
1.600000e-06,0.104
1.602000e-06,0.158
1.604000e-06,0.16
1.606000e-06,0.17
1.608000e-06,0.14
1.610000e-06,0.162
1.612000e-06,0.12
1.614000e-06,0.136
1.616000e-06,0.112
1.618000e-06,0.118
1.620000e-06,0.106
1.622000e-06,0.112
1.624000e-06,0.098
1.626000e-06,0.11
1.628000e-06,0.082
1.630000e-06,0.096
1.632000e-06,0.072
1.634000e-06,0.082
1.636000e-06,0.062
1.638000e-06,0.07
1.640000e-06,0.054
1.642000e-06,0.06
1.644000e-06,0.048
1.646000e-06,0.052
1.648000e-06,0.038
1.650000e-06,0.046
1.652000e-06,0.03
1.654000e-06,0.038
1.656000e-06,0.022
1.658000e-06,0.03
1.660000e-06,0.016
1.662000e-06,0.024
1.664000e-06,0.008
1.666000e-06,0.014
1.668000e-06,0
1.670000e-06,0.008
1.672000e-06,-0.006
1.674000e-06,0
1.676000e-06,-0.012
1.678000e-06,-0.008
1.680000e-06,-0.018
1.682000e-06,-0.012
1.684000e-06,-0.024
1.686000e-06,-0.016
1.688000e-06,-0.028
1.690000e-06,-0.024
1.692000e-06,-0.032
1.694000e-06,-0.026
1.696000e-06,-0.036
1.698000e-06,-0.03
1.700000e-06,-0.042
1.702000e-06,-0.036
1.704000e-06,-0.046
1.706000e-06,-0.04
1.708000e-06,-0.048
1.710000e-06,-0.044
1.712000e-06,-0.052
1.714000e-06,-0.046
1.716000e-06,-0.052
1.718000e-06,-0.05
1.720000e-06,-0.052
1.722000e-06,-0.05
1.724000e-06,-0.054
1.726000e-06,-0.05
1.728000e-06,-0.056
1.730000e-06,-0.052
1.732000e-06,-0.058
1.734000e-06,-0.056
1.736000e-06,-0.058
1.738000e-06,-0.056
1.740000e-06,-0.06
1.742000e-06,-0.058
1.744000e-06,-0.062
1.746000e-06,-0.058
1.748000e-06,-0.062
1.750000e-06,-0.058
1.752000e-06,-0.064
1.754000e-06,-0.06
1.756000e-06,-0.064
1.758000e-06,-0.062
1.760000e-06,-0.066
1.762000e-06,-0.062
1.764000e-06,-0.066
1.766000e-06,-0.062
1.768000e-06,-0.064
1.770000e-06,-0.06
1.772000e-06,-0.062
1.774000e-06,-0.06
1.776000e-06,-0.06
1.778000e-06,-0.056
1.780000e-06,-0.058
1.782000e-06,-0.052
1.784000e-06,-0.052
1.786000e-06,-0.046
1.788000e-06,-0.046
1.790000e-06,-0.036
1.792000e-06,-0.032
1.794000e-06,0.006
1.796000e-06,0.014
1.798000e-06,0.088
1.800000e-06,0.098
1.802000e-06,0.158
1.804000e-06,0.158
1.806000e-06,0.17
1.808000e-06,0.144
1.810000e-06,0.166
1.812000e-06,0.12
1.814000e-06,0.142
1.816000e-06,0.11
1.818000e-06,0.118
1.820000e-06,0.108
1.822000e-06,0.114
1.824000e-06,0.1
1.826000e-06,0.11
1.828000e-06,0.082
1.830000e-06,0.096
1.832000e-06,0.07
1.834000e-06,0.082
1.836000e-06,0.062
1.838000e-06,0.07
1.840000e-06,0.052
1.842000e-06,0.06
1.844000e-06,0.048
1.846000e-06,0.054
1.848000e-06,0.038
1.850000e-06,0.048
1.852000e-06,0.03
1.854000e-06,0.038
1.856000e-06,0.024
1.858000e-06,0.03
1.860000e-06,0.016
1.862000e-06,0.022
1.864000e-06,0.008
1.866000e-06,0.016
1.868000e-06,0
1.870000e-06,0.008
1.872000e-06,-0.004
1.874000e-06,0
1.876000e-06,-0.012
1.878000e-06,-0.006
1.880000e-06,-0.016
1.882000e-06,-0.01
1.884000e-06,-0.022
1.886000e-06,-0.016
1.888000e-06,-0.028
1.890000e-06,-0.022
1.892000e-06,-0.032
1.894000e-06,-0.028
1.896000e-06,-0.036
1.898000e-06,-0.032
1.900000e-06,-0.04
1.902000e-06,-0.034
1.904000e-06,-0.046
1.906000e-06,-0.04
1.908000e-06,-0.048
1.910000e-06,-0.042
1.912000e-06,-0.052
1.914000e-06,-0.046
1.916000e-06,-0.052
